"File","Status","Detail"
"#DREAMS are fleeting, fall in LOVE, girls!\#DREAMS are fleeting, fall in LOVE, girls! (Instrumental).flac","rejected-instrumental-name",""
"A Place Further than the Universe Original Soundtrack\Overflowing Feelings.flac","rejected-low-vocal-confidence","lines=15; unique=4; ratio=0.267; repeat=10; chars=94; hallucinations=2"
"A Place Further than the Universe Original Soundtrack\Premonition.flac","rejected-low-vocal-confidence","lines=5; unique=1; ratio=0.2; repeat=5; chars=35; hallucinations=0"
"A Place Further than the Universe Original Soundtrack\See You Later.flac","created-from-audio","lines=34; unique=28; ratio=0.824; repeat=3; chars=221; hallucinations=2"
"A Place Further than the Universe Original Soundtrack\Situation Briefing.flac","rejected-low-vocal-confidence","lines=25; unique=3; ratio=0.12; repeat=21; chars=148; hallucinations=2"
"A Place Further than the Universe Original Soundtrack\So Creepy.flac","rejected-low-vocal-confidence","lines=4; unique=2; ratio=0.5; repeat=3; chars=34; hallucinations=2"
"A Place Further than the Universe Original Soundtrack\Street-Corner Meeting.flac","rejected-low-vocal-confidence","lines=26; unique=2; ratio=0.077; repeat=25; chars=210; hallucinations=2"
"A Place Further than the Universe Original Soundtrack\That's Why!.flac","rejected-low-vocal-confidence","lines=4; unique=3; ratio=0.75; repeat=2; chars=32; hallucinations=2"
"A Place Further than the Universe Original Soundtrack\The Answer I Found.flac","rejected-low-vocal-confidence","lines=6; unique=1; ratio=0.167; repeat=6; chars=84; hallucinations=6"
"A Place Further than the Universe Original Soundtrack\The Beginning of Youth.flac","rejected-low-vocal-confidence","lines=22; unique=4; ratio=0.182; repeat=17; chars=136; hallucinations=4"
"A Place Further than the Universe Original Soundtrack\The Girls Are Alright! ~Piano Version~.flac","rejected-low-vocal-confidence","lines=5; unique=1; ratio=0.2; repeat=5; chars=70; hallucinations=5"
"A Place Further than the Universe Original Soundtrack\The Image of a Departed Best Friend.flac","rejected-low-vocal-confidence","lines=43; unique=4; ratio=0.093; repeat=38; chars=258; hallucinations=2"
"A Place Further than the Universe Original Soundtrack\The Road Home at Dusk.flac","rejected-low-vocal-confidence","lines=10; unique=4; ratio=0.4; repeat=5; chars=78; hallucinations=3"
"A Place Further than the Universe Original Soundtrack\Um... Huh.flac","rejected-low-vocal-confidence","lines=4; unique=1; ratio=0.25; repeat=4; chars=8; hallucinations=0"
"A Place Further than the Universe Original Soundtrack\Unforgettable Memories.flac","rejected-low-vocal-confidence","lines=6; unique=1; ratio=0.167; repeat=6; chars=84; hallucinations=6"
"A Place Further than the Universe Original Soundtrack\We Will Definitely Go to Antarctica.flac","error","Whisper failed with exit code 1"
"A Place Further than the Universe Original Soundtrack\W-Wait, Wait, Wait!.flac","rejected-low-vocal-confidence","lines=39; unique=3; ratio=0.077; repeat=37; chars=240; hallucinations=2"
"A Place Further than the Universe Original Soundtrack\You're Not Hiding Anything, Right.flac","rejected-low-vocal-confidence","lines=5; unique=1; ratio=0.2; repeat=5; chars=70; hallucinations=5"
"A SIGN OF AFFECTION ORIGINAL SOUNDTRACK (complete ver.)\[Du bist suess].flac","rejected-low-vocal-confidence","lines=35; unique=4; ratio=0.114; repeat=31; chars=212; hallucinations=2"
"A SIGN OF AFFECTION ORIGINAL SOUNDTRACK (complete ver.)\A Break in the Clouds.flac","rejected-low-vocal-confidence","lines=2; unique=1; ratio=0.5; repeat=2; chars=28; hallucinations=2"
"A SIGN OF AFFECTION ORIGINAL SOUNDTRACK (complete ver.)\A Sign of Affection.flac","rejected-low-vocal-confidence","lines=54; unique=4; ratio=0.074; repeat=48; chars=326; hallucinations=2"
"A SIGN OF AFFECTION ORIGINAL SOUNDTRACK (complete ver.)\A thorn in one's side.flac","rejected-low-vocal-confidence","lines=4; unique=1; ratio=0.25; repeat=4; chars=8; hallucinations=0"
"A SIGN OF AFFECTION ORIGINAL SOUNDTRACK (complete ver.)\Anxiety.flac","rejected-low-vocal-confidence","lines=2; unique=1; ratio=0.5; repeat=2; chars=28; hallucinations=2"
"A SIGN OF AFFECTION ORIGINAL SOUNDTRACK (complete ver.)\Around the world.flac","rejected-low-vocal-confidence","lines=39; unique=4; ratio=0.103; repeat=35; chars=236; hallucinations=2"
"A SIGN OF AFFECTION ORIGINAL SOUNDTRACK (complete ver.)\Beyond the badge.flac","rejected-low-vocal-confidence","lines=4; unique=2; ratio=0.5; repeat=3; chars=35; hallucinations=1"
"A SIGN OF AFFECTION ORIGINAL SOUNDTRACK (complete ver.)\Bittersweet.flac","rejected-low-vocal-confidence","lines=4; unique=2; ratio=0.5; repeat=3; chars=34; hallucinations=2"
"A SIGN OF AFFECTION ORIGINAL SOUNDTRACK (complete ver.)\Changing days.flac","rejected-low-vocal-confidence","lines=18; unique=4; ratio=0.222; repeat=14; chars=114; hallucinations=2"
"A SIGN OF AFFECTION ORIGINAL SOUNDTRACK (complete ver.)\Conversation.flac","rejected-low-vocal-confidence","lines=9; unique=3; ratio=0.333; repeat=7; chars=80; hallucinations=3"
"A SIGN OF AFFECTION ORIGINAL SOUNDTRACK (complete ver.)\Crescent.flac","rejected-low-vocal-confidence","lines=23; unique=3; ratio=0.13; repeat=20; chars=146; hallucinations=2"
"A SIGN OF AFFECTION ORIGINAL SOUNDTRACK (complete ver.)\Crystal.flac","rejected-low-vocal-confidence","lines=2; unique=1; ratio=0.5; repeat=2; chars=28; hallucinations=2"
"A SIGN OF AFFECTION ORIGINAL SOUNDTRACK (complete ver.)\Crystals.flac","rejected-low-vocal-confidence","lines=15; unique=2; ratio=0.133; repeat=14; chars=94; hallucinations=2"
"A SIGN OF AFFECTION ORIGINAL SOUNDTRACK (complete ver.)\Drivin' my life.flac","rejected-low-vocal-confidence","lines=22; unique=2; ratio=0.091; repeat=21; chars=178; hallucinations=2"
"A SIGN OF AFFECTION ORIGINAL SOUNDTRACK (complete ver.)\Face to Face.flac","rejected-low-vocal-confidence","lines=32; unique=4; ratio=0.125; repeat=29; chars=206; hallucinations=3"
"A SIGN OF AFFECTION ORIGINAL SOUNDTRACK (complete ver.)\Fingertips.flac","rejected-low-vocal-confidence","lines=31; unique=4; ratio=0.129; repeat=25; chars=192; hallucinations=2"
"A SIGN OF AFFECTION ORIGINAL SOUNDTRACK (complete ver.)\For the First Time.flac","rejected-low-vocal-confidence","lines=2; unique=1; ratio=0.5; repeat=2; chars=28; hallucinations=2"
"A SIGN OF AFFECTION ORIGINAL SOUNDTRACK (complete ver.)\Frontier journeys.flac","rejected-low-vocal-confidence","lines=1; unique=1; ratio=1; repeat=1; chars=14; hallucinations=1"
